parameters,Values,Cost
AKT,3.8920487901519074,1.3176664341439104
AKTp,3.4998947120181807,1.3176664341439104
GSK3,2.8169632906544444,1.3176664341439104
GSK3p,3.6742680090851687,1.3176664341439104
JNK,4.6977490419976045,1.3176664341439104
JNKp,1.7293540958743792,1.3176664341439104
p38,4.571997363509891,1.3176664341439104
p38p,3.6827983339557098,1.3176664341439104
FOXO1,3.864208417694132,1.3176664341439104
FOXO1p,3.7453649393529673,1.3176664341439104
PDX1,3.763544896719136,1.3176664341439104
MAFA,3.6860674734099494,1.3176664341439104
k_AKT,4.376613303124719,1.3176664341439104
k_AKTp,0.30375559609137276,1.3176664341439104
k_AKT_JNK,0.26045665631968923,1.3176664341439104
k_GSK3,0.36330248360281886,1.3176664341439104
k_GSK3p,0.9583217185968447,1.3176664341439104
k_JNK_ROS,4.962007701940502,1.3176664341439104
k_JNK_upr,4.851676772272831,1.3176664341439104
k_p38_ROS,4.115218243580589,1.3176664341439104
k_p38_upr,4.629648182275508,1.3176664341439104
k_MAPKp,1.7765536731111837,1.3176664341439104
k_FOXO1_AKTp,1.7609680299315118,1.3176664341439104
k_FOXO1p_MAPKp,1.4212035485797483,1.3176664341439104
V_mPDX1,1.947086228473766,1.3176664341439104
K_MAFA_PDX1,2.6579945608756024,1.3176664341439104
K_FOXO1_PDX1,4.616774622077302,1.3176664341439104
k_PDX1_FOXO1_efflux,0.16649492458770065,1.3176664341439104
k_GSK3_PDX1_pdeg,0.09875266393345468,1.3176664341439104
V_mMAFA,2.0981530770696284,1.3176664341439104
K_PDX1_MAFA,2.3148841327415126,1.3176664341439104
K_FOXO1_MAFA,0.6647040396613938,1.3176664341439104
k_ROS_MAFA,0.08752271717044867,1.3176664341439104
k_GSK3_MAFA_pdeg,0.0043604477601142015,1.3176664341439104
V_mINS,1.8392861333864692,1.3176664341439104
K_PDX1_INS,2.7784041212748636,1.3176664341439104
K_MAFA_INS,2.3158366591899853,1.3176664341439104
