parameters,Values,Cost
AKT,4.077369728871372,1.338712130591101
AKTp,2.8522258308042496,1.338712130591101
GSK3,3.425733996472533,1.338712130591101
GSK3p,2.535751661462866,1.338712130591101
JNK,4.742494932746767,1.338712130591101
JNKp,1.336956900576996,1.338712130591101
p38,4.784388345678729,1.338712130591101
p38p,3.027404159469806,1.338712130591101
FOXO1,3.7222022130194654,1.338712130591101
FOXO1p,3.3705067999098537,1.338712130591101
PDX1,3.2593802675193437,1.338712130591101
MAFA,3.6442082508420266,1.338712130591101
k_AKT,4.143866093909207,1.338712130591101
k_AKTp,0.19721888542768007,1.338712130591101
k_AKT_JNK,0.2894504700823868,1.338712130591101
k_GSK3,0.21669491862375945,1.338712130591101
k_GSK3p,0.8192281104116985,1.338712130591101
k_JNK_ROS,4.950550558190664,1.338712130591101
k_JNK_upr,4.731670661066619,1.338712130591101
k_p38_ROS,2.6132534123761695,1.338712130591101
k_p38_upr,5.823416860179597,1.338712130591101
k_MAPKp,1.7126814770333165,1.338712130591101
k_FOXO1_AKTp,1.7905045351099276,1.338712130591101
k_FOXO1p_MAPKp,1.2313271889939252,1.338712130591101
V_mPDX1,1.7816817952986432,1.338712130591101
K_MAFA_PDX1,2.851568710286489,1.338712130591101
K_FOXO1_PDX1,4.68034379880104,1.338712130591101
k_PDX1_FOXO1_efflux,0.14561464564233195,1.338712130591101
k_GSK3_PDX1_pdeg,0.1043229551402017,1.338712130591101
V_mMAFA,2.7470621084473716,1.338712130591101
K_PDX1_MAFA,2.951952147548246,1.338712130591101
K_FOXO1_MAFA,0.9023015619083352,1.338712130591101
k_ROS_MAFA,0.07994718337920842,1.338712130591101
k_GSK3_MAFA_pdeg,0.00932215497110799,1.338712130591101
V_mINS,1.1793945913053205,1.338712130591101
K_PDX1_INS,2.7466005423825024,1.338712130591101
K_MAFA_INS,1.8809408601051452,1.338712130591101
