parameters,Values,Cost
AKT,4.764258370022033,1.2990961954082065
AKTp,3.6762378043261825,1.2990961954082065
GSK3,2.8577731967071687,1.2990961954082065
GSK3p,3.9282960688914765,1.2990961954082065
JNK,4.797983151273702,1.2990961954082065
JNKp,1.4830525106280426,1.2990961954082065
p38,4.447655601789186,1.2990961954082065
p38p,2.783658076147526,1.2990961954082065
FOXO1,3.5557441423821214,1.2990961954082065
FOXO1p,3.970388085539927,1.2990961954082065
PDX1,2.581439618413512,1.2990961954082065
MAFA,3.886194009959041,1.2990961954082065
k_AKT,4.206456996884825,1.2990961954082065
k_AKTp,0.3876662028854099,1.2990961954082065
k_AKT_JNK,0.23974510099478555,1.2990961954082065
k_GSK3,0.31403908469505903,1.2990961954082065
k_GSK3p,0.8841948716495917,1.2990961954082065
k_JNK_ROS,4.719761684136035,1.2990961954082065
k_JNK_upr,4.33746672621346,1.2990961954082065
k_p38_ROS,3.3067674738513335,1.2990961954082065
k_p38_upr,5.587424655522745,1.2990961954082065
k_MAPKp,1.6772010274746205,1.2990961954082065
k_FOXO1_AKTp,1.3253208583211278,1.2990961954082065
k_FOXO1p_MAPKp,1.357588344794693,1.2990961954082065
V_mPDX1,1.9397042220468013,1.2990961954082065
K_MAFA_PDX1,2.5177160609785605,1.2990961954082065
K_FOXO1_PDX1,4.6988843028093585,1.2990961954082065
k_PDX1_FOXO1_efflux,0.14424637707554755,1.2990961954082065
k_GSK3_PDX1_pdeg,0.10295737788280213,1.2990961954082065
V_mMAFA,1.6299936565780893,1.2990961954082065
K_PDX1_MAFA,2.4574669123534774,1.2990961954082065
K_FOXO1_MAFA,0.8507049228264028,1.2990961954082065
k_ROS_MAFA,0.06964847490041855,1.2990961954082065
k_GSK3_MAFA_pdeg,0.006355345373441951,1.2990961954082065
V_mINS,1.7673035424918397,1.2990961954082065
K_PDX1_INS,2.377391950469062,1.2990961954082065
K_MAFA_INS,2.978150586009259,1.2990961954082065
