parameters,Values,Cost
AKT,3.7392613506736208,1.3378745152521114
AKTp,2.5150316515088518,1.3378745152521114
GSK3,2.8426584670592563,1.3378745152521114
GSK3p,2.4034162943554556,1.3378745152521114
JNK,4.4123197535259955,1.3378745152521114
JNKp,1.547203826524358,1.3378745152521114
p38,4.8702272184426185,1.3378745152521114
p38p,3.4556088111723064,1.3378745152521114
FOXO1,3.735416822260757,1.3378745152521114
FOXO1p,3.683575934656941,1.3378745152521114
PDX1,3.2320925717084164,1.3378745152521114
MAFA,3.8002783302888217,1.3378745152521114
k_AKT,3.038753682007037,1.3378745152521114
k_AKTp,0.3162663371410849,1.3378745152521114
k_AKT_JNK,0.15807576780464572,1.3378745152521114
k_GSK3,0.30300085220534906,1.3378745152521114
k_GSK3p,0.9479902015087069,1.3378745152521114
k_JNK_ROS,4.785340541968272,1.3378745152521114
k_JNK_upr,3.5134141473331755,1.3378745152521114
k_p38_ROS,3.702827899322816,1.3378745152521114
k_p38_upr,5.564857080951355,1.3378745152521114
k_MAPKp,1.4842504971206691,1.3378745152521114
k_FOXO1_AKTp,1.203642201228783,1.3378745152521114
k_FOXO1p_MAPKp,1.1340179103957766,1.3378745152521114
V_mPDX1,1.2452731536557085,1.3378745152521114
K_MAFA_PDX1,2.0362761308334805,1.3378745152521114
K_FOXO1_PDX1,3.413106986188116,1.3378745152521114
k_PDX1_FOXO1_efflux,0.13262764834593552,1.3378745152521114
k_GSK3_PDX1_pdeg,0.09064090071415072,1.3378745152521114
V_mMAFA,1.5915988217141057,1.3378745152521114
K_PDX1_MAFA,2.2927346213425035,1.3378745152521114
K_FOXO1_MAFA,0.36728097492634243,1.3378745152521114
k_ROS_MAFA,0.053082901857018076,1.3378745152521114
k_GSK3_MAFA_pdeg,0.006839314111057991,1.3378745152521114
V_mINS,1.7798487908050864,1.3378745152521114
K_PDX1_INS,1.385546326413052,1.3378745152521114
K_MAFA_INS,2.2609081020753736,1.3378745152521114
