parameters,Values,Cost
AKT,4.479043722347756,1.3066947246619287
AKTp,3.760294606035365,1.3066947246619287
GSK3,3.378615985582004,1.3066947246619287
GSK3p,3.5448699356868296,1.3066947246619287
JNK,4.837181437096832,1.3066947246619287
JNKp,1.644583302038138,1.3066947246619287
p38,4.783801462957142,1.3066947246619287
p38p,3.8739034303882844,1.3066947246619287
FOXO1,3.7590340690429165,1.3066947246619287
FOXO1p,3.8391931633420207,1.3066947246619287
PDX1,3.223687787278167,1.3066947246619287
MAFA,3.828808641904829,1.3066947246619287
k_AKT,4.176991122968094,1.3066947246619287
k_AKTp,0.419967534133699,1.3066947246619287
k_AKT_JNK,0.203018224639165,1.3066947246619287
k_GSK3,0.28378315529673875,1.3066947246619287
k_GSK3p,0.9632928028954255,1.3066947246619287
k_JNK_ROS,4.664407683312012,1.3066947246619287
k_JNK_upr,4.921623510955209,1.3066947246619287
k_p38_ROS,4.149093977087185,1.3066947246619287
k_p38_upr,5.558977117328748,1.3066947246619287
k_MAPKp,1.7795496665135957,1.3066947246619287
k_FOXO1_AKTp,1.6806453992632335,1.3066947246619287
k_FOXO1p_MAPKp,1.40976547414025,1.3066947246619287
V_mPDX1,1.8046228285048111,1.3066947246619287
K_MAFA_PDX1,2.893251802149349,1.3066947246619287
K_FOXO1_PDX1,4.207199335032079,1.3066947246619287
k_PDX1_FOXO1_efflux,0.17510965045263324,1.3066947246619287
k_GSK3_PDX1_pdeg,0.09565244657617775,1.3066947246619287
V_mMAFA,2.5460515099336183,1.3066947246619287
K_PDX1_MAFA,2.935574048832158,1.3066947246619287
K_FOXO1_MAFA,0.4246724599343733,1.3066947246619287
k_ROS_MAFA,0.05891357522405558,1.3066947246619287
k_GSK3_MAFA_pdeg,0.009232458810512345,1.3066947246619287
V_mINS,1.71898748025397,1.3066947246619287
K_PDX1_INS,2.524924703052877,1.3066947246619287
K_MAFA_INS,2.905881344253889,1.3066947246619287
