parameters,Values,Cost
AKT,3.62401200653367,1.2990895010018781
AKTp,3.394286113073828,1.2990895010018781
GSK3,3.8592382932017824,1.2990895010018781
GSK3p,3.946401552325247,1.2990895010018781
JNK,4.25792988364746,1.2990895010018781
JNKp,1.7947893751982487,1.2990895010018781
p38,4.941430924216806,1.2990895010018781
p38p,3.9654168903420803,1.2990895010018781
FOXO1,3.9411297426453262,1.2990895010018781
FOXO1p,3.4920625514132793,1.2990895010018781
PDX1,3.8793255124198285,1.2990895010018781
MAFA,3.7697135663752617,1.2990895010018781
k_AKT,4.167689196254518,1.2990895010018781
k_AKTp,0.48402915138916247,1.2990895010018781
k_AKT_JNK,0.2114512183258479,1.2990895010018781
k_GSK3,0.2987161546735388,1.2990895010018781
k_GSK3p,0.9034844728260225,1.2990895010018781
k_JNK_ROS,4.780402022971264,1.2990895010018781
k_JNK_upr,4.210920968786581,1.2990895010018781
k_p38_ROS,3.8962524838756716,1.2990895010018781
k_p38_upr,5.173490008749587,1.2990895010018781
k_MAPKp,1.7690124776427887,1.2990895010018781
k_FOXO1_AKTp,1.7678515771481662,1.2990895010018781
k_FOXO1p_MAPKp,0.9891363196038414,1.2990895010018781
V_mPDX1,1.2701506894189,1.2990895010018781
K_MAFA_PDX1,2.5072871191468913,1.2990895010018781
K_FOXO1_PDX1,3.1245357636727653,1.2990895010018781
k_PDX1_FOXO1_efflux,0.1406531971664169,1.2990895010018781
k_GSK3_PDX1_pdeg,0.09678437304099417,1.2990895010018781
V_mMAFA,2.459678896173674,1.2990895010018781
K_PDX1_MAFA,2.639937442953103,1.2990895010018781
K_FOXO1_MAFA,0.789018897924632,1.2990895010018781
k_ROS_MAFA,0.052915324783130976,1.2990895010018781
k_GSK3_MAFA_pdeg,0.004747537608074755,1.2990895010018781
V_mINS,1.9899261284225163,1.2990895010018781
K_PDX1_INS,2.7465898767271293,1.2990895010018781
K_MAFA_INS,2.789520624786376,1.2990895010018781
