parameters,Values,Cost
AKT,4.8847755473357735,1.302049700780859
AKTp,3.8606610865425575,1.302049700780859
GSK3,3.836989370219538,1.302049700780859
GSK3p,3.833211907842345,1.302049700780859
JNK,4.712549693571685,1.302049700780859
JNKp,1.3351768897369676,1.302049700780859
p38,4.930359339594842,1.302049700780859
p38p,3.292917106355743,1.302049700780859
FOXO1,3.787071784082019,1.302049700780859
FOXO1p,3.8836878989265173,1.302049700780859
PDX1,3.841630760689689,1.302049700780859
MAFA,3.9537846581995937,1.302049700780859
k_AKT,3.492413944631294,1.302049700780859
k_AKTp,0.17881460546579553,1.302049700780859
k_AKT_JNK,0.22962620531238356,1.302049700780859
k_GSK3,0.2455573418588362,1.302049700780859
k_GSK3p,0.9305332771343706,1.302049700780859
k_JNK_ROS,4.803245598466791,1.302049700780859
k_JNK_upr,4.685708002749033,1.302049700780859
k_p38_ROS,4.319404612179869,1.302049700780859
k_p38_upr,5.4227214973266875,1.302049700780859
k_MAPKp,1.8799530094255459,1.302049700780859
k_FOXO1_AKTp,1.1432566525831371,1.302049700780859
k_FOXO1p_MAPKp,1.4161045479809244,1.302049700780859
V_mPDX1,1.318945527781241,1.302049700780859
K_MAFA_PDX1,2.7259989886004594,1.302049700780859
K_FOXO1_PDX1,3.3108389699848337,1.302049700780859
k_PDX1_FOXO1_efflux,0.13300476353293908,1.302049700780859
k_GSK3_PDX1_pdeg,0.09649448230685692,1.302049700780859
V_mMAFA,1.8741793680036989,1.302049700780859
K_PDX1_MAFA,2.6699707015638547,1.302049700780859
K_FOXO1_MAFA,0.7182581783255383,1.302049700780859
k_ROS_MAFA,0.027272699449361486,1.302049700780859
k_GSK3_MAFA_pdeg,0.007281041254104413,1.302049700780859
V_mINS,1.8596505109568149,1.302049700780859
K_PDX1_INS,2.3663060190568475,1.302049700780859
K_MAFA_INS,2.27648252777922,1.302049700780859
