parameters,Values,Cost
AKT,4.718011046386743,1.33940677217631
AKTp,3.1776203311474087,1.33940677217631
GSK3,3.5303288869748224,1.33940677217631
GSK3p,3.2844077335019892,1.33940677217631
JNK,4.59912236295315,1.33940677217631
JNKp,1.9229667577573892,1.33940677217631
p38,4.812703472582051,1.33940677217631
p38p,3.2026253043007955,1.33940677217631
FOXO1,3.1680451054216237,1.33940677217631
FOXO1p,3.9233356933002157,1.33940677217631
PDX1,3.7959398091386922,1.33940677217631
MAFA,3.6308454687749463,1.33940677217631
k_AKT,4.76636306516369,1.33940677217631
k_AKTp,0.40311566686828093,1.33940677217631
k_AKT_JNK,0.24097273573686867,1.33940677217631
k_GSK3,0.24585060448617746,1.33940677217631
k_GSK3p,0.926279250460075,1.33940677217631
k_JNK_ROS,4.704700275897036,1.33940677217631
k_JNK_upr,4.7868810239264326,1.33940677217631
k_p38_ROS,4.499578723607347,1.33940677217631
k_p38_upr,5.489128807033557,1.33940677217631
k_MAPKp,1.9594092507504728,1.33940677217631
k_FOXO1_AKTp,1.267462646141073,1.33940677217631
k_FOXO1p_MAPKp,0.9472870355344841,1.33940677217631
V_mPDX1,1.421275283996624,1.33940677217631
K_MAFA_PDX1,2.6636845941742697,1.33940677217631
K_FOXO1_PDX1,3.7683356059502646,1.33940677217631
k_PDX1_FOXO1_efflux,0.12387980220712,1.33940677217631
k_GSK3_PDX1_pdeg,0.08246766677784542,1.33940677217631
V_mMAFA,2.38413319686144,1.33940677217631
K_PDX1_MAFA,2.8051765325596514,1.33940677217631
K_FOXO1_MAFA,0.6386780371868703,1.33940677217631
k_ROS_MAFA,0.07359680685145183,1.33940677217631
k_GSK3_MAFA_pdeg,0.0060579606937207695,1.33940677217631
V_mINS,1.9292669812680279,1.33940677217631
K_PDX1_INS,2.832045639908884,1.33940677217631
K_MAFA_INS,2.7767984696931594,1.33940677217631
