parameters,Values,Cost
AKT,3.559372791109698,1.3526963407826058
AKTp,3.21429937035196,1.3526963407826058
GSK3,3.397282445912597,1.3526963407826058
GSK3p,2.4956887445939095,1.3526963407826058
JNK,4.3378806708477216,1.3526963407826058
JNKp,1.3193117548912574,1.3526963407826058
p38,4.681685317541174,1.3526963407826058
p38p,3.6680660039498116,1.3526963407826058
FOXO1,3.8096255464445004,1.3526963407826058
FOXO1p,3.801918409050777,1.3526963407826058
PDX1,2.136791057614028,1.3526963407826058
MAFA,3.161212627519005,1.3526963407826058
k_AKT,3.4591242778532485,1.3526963407826058
k_AKTp,0.4101193893317925,1.3526963407826058
k_AKT_JNK,0.22887137054489412,1.3526963407826058
k_GSK3,0.2668971604066056,1.3526963407826058
k_GSK3p,0.9508146108024563,1.3526963407826058
k_JNK_ROS,4.505206219999919,1.3526963407826058
k_JNK_upr,3.9503191706636773,1.3526963407826058
k_p38_ROS,4.573992276890287,1.3526963407826058
k_p38_upr,4.13398654566531,1.3526963407826058
k_MAPKp,1.6531219171652045,1.3526963407826058
k_FOXO1_AKTp,1.2562130240179243,1.3526963407826058
k_FOXO1p_MAPKp,0.5770631210320519,1.3526963407826058
V_mPDX1,1.589949333712296,1.3526963407826058
K_MAFA_PDX1,1.5816102611490748,1.3526963407826058
K_FOXO1_PDX1,2.5135551745894507,1.3526963407826058
k_PDX1_FOXO1_efflux,0.1510212488524014,1.3526963407826058
k_GSK3_PDX1_pdeg,0.08720696261717999,1.3526963407826058
V_mMAFA,1.8500805915675091,1.3526963407826058
K_PDX1_MAFA,2.4841684269378432,1.3526963407826058
K_FOXO1_MAFA,0.820314927453633,1.3526963407826058
k_ROS_MAFA,0.07447587140669747,1.3526963407826058
k_GSK3_MAFA_pdeg,0.007369174016105031,1.3526963407826058
V_mINS,1.1350140591374698,1.3526963407826058
K_PDX1_INS,1.8516191663645971,1.3526963407826058
K_MAFA_INS,2.0574639010503195,1.3526963407826058
